City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Kargat,RU,55.1956,80.2811,42.51,49,100,4.61,overcast clouds
345,Turukhansk,RU,65.8167,87.9833,32.85,99,100,5.75,overcast clouds
346,Cabedelo,BR,-6.9811,-34.8339,84.87,77,34,8.5,scattered clouds
347,Noshiro,JP,40.2039,140.0242,47.32,80,0,5.66,clear sky
348,Haines Junction,CA,60.7522,-137.5108,40.95,42,90,11.5,overcast clouds
349,Longyearbyen,SJ,78.2186,15.6401,22.84,80,75,4.61,light snow
350,Merauke,ID,-8.4667,140.3333,78.57,90,95,10.87,overcast clouds
351,Norman Wells,CA,65.282,-126.8329,37.44,93,100,16.11,light rain
352,Spisska Nova Ves,SK,48.9446,20.5615,48.9,96,99,5.46,overcast clouds
353,Teknaf,BD,20.8624,92.3058,78.08,76,57,2.95,broken clouds
354,Acapulco,MX,16.8634,-99.8901,91.22,58,0,14.97,clear sky
355,Nanortalik,GL,60.1432,-45.2371,35.28,80,61,3.0,broken clouds
356,Nelson Bay,AU,-32.7167,152.15,57.99,63,0,13.0,clear sky
357,Urusha,RU,54.05,122.9,36.23,61,100,14.2,overcast clouds
358,Erenhot,CN,43.6475,111.9767,55.96,55,100,7.2,moderate rain
359,Sitka,US,57.0531,-135.33,46.29,61,75,8.05,broken clouds
360,Yar-Sale,RU,66.8333,70.8333,25.52,98,100,6.51,overcast clouds
361,Anadyr,RU,64.75,177.4833,16.3,79,0,6.71,clear sky
362,Panzhihua,CN,26.5851,101.7128,64.96,46,0,2.82,clear sky
363,Aswan,EG,24.0934,32.907,87.46,13,3,7.45,clear sky
364,Wanaka,NZ,-44.7,169.15,50.11,94,61,1.99,broken clouds
365,Otjimbingwe,NA,-22.35,16.1333,74.86,22,51,4.74,broken clouds
366,Colares,PT,38.7992,-9.4469,67.33,86,20,8.99,few clouds
367,Havre-Saint-Pierre,CA,50.2334,-63.5986,50.36,62,100,5.75,light rain
368,Namatanai,PG,-3.6667,152.4333,79.65,83,100,5.12,overcast clouds
369,Quelimane,MZ,-17.8786,36.8883,71.92,71,40,4.79,scattered clouds
370,Chudniv,UA,50.052,28.1175,52.18,95,100,9.01,overcast clouds
371,Bell Ville,AR,-32.6259,-62.6887,68.81,24,16,5.68,few clouds
372,Malakal,SS,9.5334,31.6605,89.46,18,100,4.16,overcast clouds
373,Oistins,BB,13.0667,-59.5333,84.29,74,20,10.36,few clouds
374,Muros,ES,42.7762,-9.0603,63.09,83,39,16.06,light rain
375,Alofi,NU,-19.0595,-169.9187,75.09,94,100,10.36,light rain
376,Isiro,CD,2.7739,27.616,67.32,96,100,2.73,light rain
377,Georgetown,MY,5.4112,100.3354,80.53,83,20,1.14,few clouds
378,Sarwar,IN,26.0667,75.0,79.07,53,27,8.32,scattered clouds
379,Foki,RU,56.693,54.3499,54.7,90,100,2.75,overcast clouds
380,De-Kastri,RU,51.4667,140.7833,38.8,99,99,4.5,overcast clouds
381,Rio Grande,BR,-32.035,-52.0986,64.51,88,100,13.02,light rain
382,Burns Lake,CA,54.2331,-125.7533,67.42,28,9,9.24,clear sky
383,Rawson,AR,-43.3002,-65.1023,67.15,39,9,17.22,clear sky
384,Desaguadero,PE,-16.5656,-69.0417,56.84,39,10,13.82,clear sky
385,Kalmunai,LK,7.4167,81.8167,80.69,81,100,3.38,overcast clouds
386,Northam,GB,51.0333,-4.2167,56.61,65,97,16.98,overcast clouds
387,Aklavik,CA,68.2191,-135.0107,30.2,69,75,8.05,broken clouds
388,Batemans Bay,AU,-35.7167,150.1833,47.46,67,15,5.28,few clouds
389,Vostok,RU,46.4856,135.8833,52.39,57,100,8.57,overcast clouds
390,Businga,CD,3.3333,20.8833,70.9,98,100,1.12,overcast clouds
391,Komsomolskiy,UZ,40.4272,71.7189,70.52,16,7,20.71,clear sky
392,Nikki,BJ,9.9401,3.2108,86.86,41,54,6.06,broken clouds
393,Barinitas,VE,8.7622,-70.4111,90.88,34,39,6.4,scattered clouds
394,Puntarenas,CR,9.9763,-84.8384,92.8,50,74,9.51,broken clouds
395,Grindavik,IS,63.8424,-22.4338,44.55,75,100,18.41,overcast clouds
396,Grenada,ES,37.1882,-3.6067,70.16,24,0,4.61,clear sky
397,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,34.39,87,75,2.24,broken clouds
398,Urumqi,CN,43.801,87.6005,38.35,65,0,6.71,clear sky
399,Port Lincoln,AU,-34.7333,135.8667,58.62,59,96,5.77,overcast clouds
400,Zolotonosha,UA,49.6689,32.0377,53.82,70,100,8.19,overcast clouds
401,Qarqin,AF,37.4185,66.0436,73.63,10,85,10.54,overcast clouds
402,Bratsk,RU,56.1325,101.6142,30.69,98,61,3.69,broken clouds
403,Wembley,AU,-31.9333,115.8,58.68,86,0,4.61,clear sky
404,Anloga,GH,5.7947,0.8973,83.35,76,13,9.86,few clouds
405,Comal,US,29.8169,-98.3003,85.55,48,49,1.99,scattered clouds
406,Warrensburg,US,38.7628,-93.7361,71.67,18,0,3.44,clear sky
407,Kommunar,RU,59.6206,30.39,42.33,75,37,6.42,scattered clouds
408,Wanning,CN,18.8003,110.3967,77.65,88,47,7.27,scattered clouds
409,Poltavka,RU,54.3663,71.7632,46.04,37,21,9.82,few clouds
410,Kavaratti,IN,10.5669,72.642,83.7,67,52,9.62,broken clouds
411,Marawi,PH,7.9986,124.2928,68.99,89,100,4.38,overcast clouds
412,Darhan,MN,49.4867,105.9228,38.79,39,100,9.33,overcast clouds
413,Pacific Grove,US,36.6177,-121.9166,57.15,84,100,7.0,overcast clouds
414,Grimma,DE,51.2333,12.7167,47.91,81,23,3.33,few clouds
415,Celestun,MX,20.8667,-90.4,86.09,63,0,15.23,clear sky
416,Rochegda,RU,62.8,43.25,38.84,82,81,11.18,broken clouds
417,Usinsk,RU,65.9939,57.5281,32.76,98,100,4.65,overcast clouds
418,Abu Dhabi,AE,24.4667,54.3667,83.95,61,0,5.75,clear sky
419,Kangaatsiaq,GL,68.3065,-53.4641,32.18,98,100,19.71,snow
420,Hami,CN,42.8,93.45,52.16,18,99,18.79,overcast clouds
421,Akhtubinsk,RU,48.2795,46.1722,58.24,56,98,19.17,overcast clouds
422,Mao,ES,39.8885,4.2658,61.36,63,0,2.3,clear sky
423,Stephenville,US,32.2207,-98.2023,82.92,44,40,8.05,scattered clouds
424,Laguna,US,38.421,-121.4238,65.32,51,0,9.22,clear sky
425,Zakamensk,RU,50.3741,103.2863,27.14,92,100,1.21,overcast clouds
426,Smithers,CA,54.7804,-127.1743,62.92,34,40,13.8,scattered clouds
427,Kalianget,ID,-7.05,113.9333,81.52,80,34,9.86,scattered clouds
428,Shubarshi,KZ,48.5872,57.1869,61.21,14,100,22.03,overcast clouds
429,Sao Bernardo,BR,-3.3614,-42.4178,81.77,77,33,5.03,scattered clouds
430,Taoudenni,ML,22.6783,-3.9836,97.95,6,100,10.69,overcast clouds
431,Loreto,MX,22.2667,-101.9667,79.14,9,99,6.02,overcast clouds
432,Honningsvag,NO,70.9821,25.9704,29.95,80,75,18.41,light snow
433,Ouargaye,BF,11.5033,0.0572,97.03,24,4,6.22,clear sky
434,Conakry,GN,9.538,-13.6773,82.47,83,40,6.91,light rain
435,Lappeenranta,FI,61.0587,28.1887,37.45,93,0,3.44,light rain
436,Puerto Maldonado,PE,-12.6,-69.1833,84.6,70,20,3.44,few clouds
437,Tabas,IR,33.5959,56.9244,79.02,18,0,6.91,clear sky
438,Labuhan,ID,-6.8844,112.2051,79.16,89,58,7.27,light rain
439,Los Algarrobos,PA,8.5,-82.4333,90.01,58,20,6.91,few clouds
440,Mae Chan,TH,20.1467,99.8526,73.06,81,3,1.63,clear sky
441,Dukat,RU,62.55,155.55,19.71,94,100,2.64,overcast clouds
442,Ashland,US,40.8167,-82.2665,50.54,94,98,19.48,moderate rain
443,Kavieng,PG,-2.5744,150.7967,81.59,76,100,0.89,overcast clouds
444,Sur,OM,22.5667,59.5289,82.29,67,0,2.46,clear sky
445,Derzhavinsk,KZ,51.1,66.3167,49.86,34,7,8.03,clear sky
446,Baska,CZ,49.6458,18.3723,50.29,87,20,3.44,few clouds
447,Herat,AF,34.5,62.0,62.83,45,53,13.82,broken clouds
448,Tuatapere,NZ,-46.1333,167.6833,53.87,95,45,1.54,scattered clouds
449,Aksu,CN,41.1231,80.2644,49.48,42,0,10.78,clear sky
450,Ramhormoz,IR,31.28,49.6035,78.78,22,0,8.14,clear sky
451,Micheweni,TZ,-4.9667,39.8333,79.05,80,0,12.64,light rain
452,Kenai,US,60.5544,-151.2583,39.15,68,100,14.97,overcast clouds
453,Nouakchott,MR,18.0858,-15.9785,80.53,52,94,15.14,overcast clouds
454,Quatre Cocos,MU,-20.2078,57.7625,74.08,83,24,9.24,light rain
455,Bin Qirdan,TN,33.1378,11.2197,68.56,47,0,7.67,clear sky
456,Paragominas,BR,-2.9667,-47.4833,79.59,94,95,3.15,overcast clouds
457,Bichura,RU,50.5881,107.6022,31.35,54,96,3.85,overcast clouds
458,Bom Jardim,BR,-7.7958,-35.5872,75.54,84,64,7.2,moderate rain
459,Hay River,CA,60.8156,-115.7999,85.96,15,40,19.57,scattered clouds
460,Phek,IN,25.6667,94.5,52.16,94,76,0.67,broken clouds
461,Sola,VU,-13.8833,167.55,81.66,78,82,20.49,broken clouds
462,Lukovetskiy,RU,64.2956,41.9211,32.68,82,100,10.76,overcast clouds
463,Yarmouth,US,41.7057,-70.2286,59.61,65,20,8.05,few clouds
464,Kirakira,SB,-10.4544,161.9205,80.35,86,38,9.84,scattered clouds
465,Bima,ID,-8.4667,118.7167,75.38,96,78,4.09,broken clouds
466,Hokitika,NZ,-42.7167,170.9667,57.76,93,95,5.77,light rain
467,Guadalupe Y Calvo,MX,26.1,-106.9667,69.89,19,100,11.97,overcast clouds
468,Statesville,US,35.7826,-80.8873,67.08,35,40,9.22,scattered clouds
469,Karoi,ZW,-16.8099,29.6925,58.87,70,0,5.14,clear sky
470,Koboko,UG,3.4136,30.9599,63.19,96,97,5.01,light rain
471,Tynda,RU,55.1667,124.7167,33.13,77,100,10.89,overcast clouds
472,Carutapera,BR,-1.195,-46.02,78.91,88,96,6.89,moderate rain
473,Prince Rupert,CA,54.3161,-130.3201,50.09,73,100,10.36,overcast clouds
474,Luwuk,ID,-0.9516,122.7875,78.57,85,97,4.29,overcast clouds
475,Acandi,CO,8.5063,-77.2778,87.17,69,90,9.51,light rain
476,Rio Cuarto,AR,-33.1307,-64.3499,66.47,27,0,12.66,clear sky
477,Mnogovershinnyy,RU,53.9353,139.9242,27.82,96,87,5.7,overcast clouds
478,Fort-Shevchenko,KZ,44.5086,50.263,53.28,93,100,30.67,moderate rain
479,Novoseleznevo,RU,55.6821,69.2056,51.51,27,12,11.7,few clouds
480,Tierra Blanca,HN,14.5833,-88.5833,92.86,44,97,4.65,overcast clouds
481,Atotonilco El Alto,MX,20.55,-102.5167,89.65,11,86,3.22,overcast clouds
482,Arivonimamo,MG,-19.0167,47.1833,62.65,95,100,5.7,overcast clouds
483,Bajil,YE,15.0584,43.2851,80.28,62,100,20.94,overcast clouds
484,Verkhnyaya Inta,RU,65.9811,60.3094,35.33,85,100,9.24,overcast clouds
485,Yuksekova,TR,37.5736,44.2872,38.95,87,75,6.91,light intensity shower rain
486,Oum Hadjer,TD,13.2954,19.6966,88.84,21,100,3.31,overcast clouds
487,Cape Coast,GH,5.1053,-1.2466,82.26,78,20,11.52,few clouds
488,Becerril,CO,9.7041,-73.2793,100.78,28,32,4.34,scattered clouds
489,Kodinsk,RU,58.6881,99.1844,23.34,97,15,0.96,few clouds
490,Athabasca,CA,54.7169,-113.2854,79.21,45,14,15.3,few clouds
491,Ziro,IN,27.6333,93.8333,48.6,97,94,2.21,overcast clouds
492,Lukulu,ZM,-14.3707,23.242,64.0,50,0,5.5,clear sky
493,Diego De Almagro,CL,-26.3667,-70.05,73.54,19,0,9.44,clear sky
494,Abu Kamal,SY,34.4506,40.9171,70.27,21,0,9.98,clear sky
495,Tongling,CN,30.95,117.7833,71.26,87,100,6.49,overcast clouds
496,Mustafakemalpasa,TR,40.0353,28.4117,59.05,84,100,2.51,overcast clouds
497,Angoche,MZ,-16.2325,39.9086,72.97,69,0,7.14,clear sky
498,San Juan,AR,-31.5375,-68.5364,68.97,24,0,3.6,clear sky
499,Yichang,CN,30.7144,111.2847,70.57,91,100,1.32,overcast clouds
500,Rabo De Peixe,PT,37.8,-25.5833,62.11,72,75,16.11,broken clouds
501,Odoreu,RO,47.8,23.0,57.15,82,75,2.3,broken clouds
502,Shieli,KZ,44.1667,66.75,51.35,25,9,22.91,clear sky
503,Mapimi,MX,25.8167,-103.85,86.77,13,100,7.02,overcast clouds
504,Labuan,MY,5.2767,115.2417,79.16,94,20,0.0,few clouds
505,Hovd,MN,48.0056,91.6419,31.41,52,100,4.72,overcast clouds
506,Belaya Gora,RU,68.5333,146.4167,20.1,94,100,6.67,overcast clouds
507,Morondava,MG,-20.2833,44.2833,74.8,75,0,9.78,clear sky
508,Xuddur,SO,4.1213,43.8894,78.28,68,90,7.54,overcast clouds
509,Launceston,AU,-41.45,147.1667,42.44,93,2,8.05,clear sky
510,Salekhard,RU,66.53,66.6019,28.81,98,100,2.39,overcast clouds
511,Chifeng,CN,42.2683,118.9636,55.53,65,98,3.18,overcast clouds
512,Awallan,PH,17.9244,121.913,73.47,95,11,3.18,few clouds
513,Katsuura,JP,35.1333,140.3,63.07,77,0,16.33,clear sky
514,Darab,IR,28.7519,54.5444,72.99,11,0,4.09,clear sky
515,Warrnambool,AU,-38.3833,142.4833,50.32,72,26,7.23,scattered clouds
516,Dauphin,CA,51.1494,-100.0502,71.74,24,0,14.97,clear sky
517,Sitio Novo Do Tocantins,BR,-5.5183,-47.4611,80.53,78,75,5.75,broken clouds
518,Ust-Tarka,RU,55.5672,75.705,44.46,41,40,6.15,scattered clouds
519,Kirensk,RU,57.7853,108.1119,28.11,98,100,2.28,overcast clouds
520,Tura,IN,25.5198,90.2201,68.65,89,71,3.27,broken clouds
521,Gigmoto,PH,13.7796,124.39,79.25,87,92,9.53,overcast clouds
522,College,US,64.8569,-147.8028,46.72,47,75,8.05,broken clouds
523,Zemio,CF,5.0314,25.1361,71.87,83,99,2.71,overcast clouds
524,Avera,US,33.194,-82.5271,74.08,31,0,18.5,clear sky
525,Noumea,NC,-22.2763,166.4572,78.01,99,9,4.27,clear sky
526,Bardiyah,LY,31.7561,25.0865,67.05,69,100,23.64,overcast clouds
527,Manoel Urbano,BR,-8.8389,-69.2597,84.36,69,93,0.78,overcast clouds
528,Nikolayevsk-Na-Amure,RU,53.1406,140.73,37.62,95,100,6.44,overcast clouds
529,Bandarbeyla,SO,9.4942,50.8122,84.07,84,60,13.89,broken clouds
530,Aketi,CD,2.7388,23.7833,71.31,96,100,1.63,overcast clouds
531,Jining,CN,35.405,116.5814,64.47,94,100,10.83,light rain
532,Marau,BR,-28.4492,-52.2,67.95,97,100,3.29,overcast clouds
533,Eureka,US,40.8021,-124.1637,69.75,71,16,7.0,few clouds
534,Port Hawkesbury,CA,45.6169,-61.3485,39.18,94,100,8.99,light rain
535,Dali,CN,25.7,100.1833,53.35,75,0,6.13,clear sky
536,Nizhnyaya Maktama,RU,54.8636,52.4281,56.39,80,100,3.49,overcast clouds
537,Pemba,MZ,-12.974,40.5178,75.9,78,20,10.36,few clouds
538,Korfovskiy,RU,48.2183,135.0564,58.46,46,94,5.99,overcast clouds
539,Miyako,JP,39.6367,141.9525,50.2,54,0,7.7,clear sky
540,Langxiang,CN,46.95,128.8833,51.6,86,100,5.03,overcast clouds
541,Surab,PK,28.4914,66.2585,64.2,53,100,10.02,overcast clouds
542,Juneau,US,58.3019,-134.4197,46.4,53,75,0.0,broken clouds
543,Namibe,AO,-15.1961,12.1522,74.64,81,30,7.67,scattered clouds
544,Loviisa,FI,60.4566,26.2251,37.29,92,99,9.82,overcast clouds
545,Muli,MV,2.9167,73.5667,82.9,76,100,19.22,light rain
546,Olden,NO,61.8364,6.8064,43.54,90,59,4.21,broken clouds
547,Caborca,MX,30.5838,-111.101,77.68,20,100,20.83,overcast clouds
548,El Vigia,VE,8.6219,-71.6506,93.31,43,41,6.04,scattered clouds
549,Mananjary,MG,-21.2167,48.3333,72.86,76,100,3.33,overcast clouds
550,Lambarene,GA,-0.7001,10.2406,76.35,82,71,0.81,broken clouds
551,Port Macquarie,AU,-31.4333,152.9167,48.88,67,0,9.42,clear sky
552,Sarangani,PH,5.4033,125.4636,82.98,74,64,3.33,broken clouds
553,Lawrenceburg,US,38.0373,-84.8966,63.55,44,40,10.36,scattered clouds
554,Belen,TR,36.4891,36.2233,59.14,34,0,3.44,clear sky
555,Ketchikan,US,55.3422,-131.6461,47.12,70,91,5.26,overcast clouds
556,Lakewood,US,39.7047,-105.0814,79.5,18,49,5.01,scattered clouds
557,Havelock,US,34.8791,-76.9013,68.95,38,100,19.57,overcast clouds
558,Codrington,AU,-38.2667,141.9667,54.39,66,98,4.85,overcast clouds
559,Vrangel,RU,42.7297,133.0839,46.98,72,52,5.41,broken clouds
560,Marsh Harbour,BS,26.5412,-77.0636,77.94,64,100,17.27,overcast clouds
561,Shiliguri,IN,26.7,88.4333,71.08,73,88,1.77,overcast clouds
562,Port Augusta,AU,-32.5,137.7667,51.84,77,3,3.24,clear sky
563,Pathein,MM,16.7833,94.7333,80.96,78,23,6.46,few clouds
564,Waipawa,NZ,-41.4122,175.5153,58.5,92,100,7.36,overcast clouds
565,Tanout,NE,14.9709,8.8879,89.94,12,0,9.57,clear sky
566,Kushmurun,KZ,52.4503,64.6311,51.75,35,0,8.95,clear sky
567,Tamworth,GB,52.634,-1.6959,52.12,72,100,11.41,overcast clouds
568,Pecs,HU,46.0833,18.2333,57.16,82,0,5.75,light rain
569,Eyl,SO,7.9803,49.8164,84.96,75,40,16.22,scattered clouds
570,Itarema,BR,-2.9248,-39.9167,79.95,84,3,10.65,clear sky
571,Vila Velha,BR,-20.3297,-40.2925,76.95,88,20,4.61,few clouds
572,Gemena,CD,3.25,19.7667,69.03,99,99,0.92,overcast clouds
573,Saint-Georges,GD,12.0564,-61.7485,81.59,73,3,13.38,clear sky
574,Keti Bandar,PK,24.1447,67.4497,80.1,76,0,11.83,clear sky
575,Bosaso,SO,11.2842,49.1816,84.97,71,37,2.71,scattered clouds
576,Sumenep,ID,-7.0167,113.8667,80.15,83,40,8.14,scattered clouds
577,Bogo,PH,11.0517,124.0055,76.91,94,100,8.95,light rain
578,Cambridge,CA,43.3601,-80.3127,50.38,81,100,16.11,light rain
579,Key West,US,24.5557,-81.7826,84.2,61,40,10.36,scattered clouds
580,Catuday,PH,16.2923,119.8062,80.28,69,16,11.92,few clouds
581,Nara,JP,34.6851,135.8049,59.5,64,100,1.77,overcast clouds
582,Wajima,JP,37.4,136.9,57.58,74,1,7.49,clear sky
583,San Quintin,MX,30.4833,-115.95,62.08,55,0,14.23,clear sky
584,Arrifes,PT,37.7667,-25.7,61.05,72,75,16.11,broken clouds
585,Benghazi,LY,32.1167,20.0667,65.64,66,0,7.2,clear sky
586,Coihaique,CL,-45.5752,-72.0662,52.41,81,75,5.75,broken clouds
587,Asau,RO,46.4333,26.4,52.72,66,65,3.53,broken clouds
588,Ouesso,CG,1.6136,16.0517,71.1,98,77,3.44,light rain
589,Hambantota,LK,6.1241,81.1185,79.03,83,100,4.03,overcast clouds
590,Impfondo,CG,1.6381,18.0667,70.93,98,48,2.98,scattered clouds
591,Nago,JP,26.5881,127.9761,73.83,88,97,12.41,overcast clouds
592,Honolulu,US,21.3069,-157.8583,80.42,69,40,10.0,scattered clouds
593,Jamame,SO,0.0722,42.7506,78.82,82,5,6.73,clear sky
594,Pineville,US,31.3224,-92.4343,82.92,33,0,4.61,clear sky
595,Omboue,GA,-1.5746,9.2618,79.09,84,100,1.9,overcast clouds
596,Lalibela,ET,12.0333,39.0333,62.85,70,74,1.81,light rain
597,Hanna,CA,51.6334,-111.9018,78.85,16,40,8.99,scattered clouds
598,Paidha,UG,2.4167,30.9855,61.7,90,100,5.32,overcast clouds
599,Guerrero Negro,MX,27.9769,-114.0611,64.29,54,95,16.24,overcast clouds
600,Kaeo,NZ,-35.1,173.7833,68.32,95,100,15.28,light rain
601,Porosozero,RU,62.7191,32.727,28.71,95,14,5.03,few clouds
602,Kulhudhuffushi,MV,6.6221,73.07,83.7,75,87,15.28,overcast clouds
603,Kashi,CN,39.4547,75.9797,70.81,12,0,11.18,clear sky
604,Mahanoro,MG,-19.9,48.8,72.77,83,98,4.25,overcast clouds
605,Klaksvik,FO,62.2266,-6.589,41.92,70,100,16.15,overcast clouds
606,Pitimbu,BR,-7.4706,-34.8086,84.79,76,40,7.72,scattered clouds
607,Hasaki,JP,35.7333,140.8333,56.21,77,1,15.32,clear sky
608,Mezen,RU,65.8522,44.24,35.51,97,100,7.65,overcast clouds
609,Svetlogorsk,BY,52.6333,29.7333,44.58,93,100,4.7,overcast clouds
610,Mehamn,NO,71.0357,27.8492,30.15,69,75,18.41,light snow
611,Oranjestad,AW,12.524,-70.027,87.75,66,20,24.16,few clouds
612,Zhezkazgan,KZ,47.8043,67.7144,45.36,33,0,13.42,clear sky
613,Alice Springs,AU,-23.7,133.8833,45.95,87,48,7.65,scattered clouds
614,Zwedru,LR,6.0667,-8.1281,74.41,96,98,4.36,overcast clouds
615,Naila,DE,50.3167,11.7,45.88,66,14,6.91,few clouds
616,Fare,PF,-16.7,-151.0167,82.56,79,9,18.77,light rain
617,Nizhnyaya Tavda,RU,57.6731,66.1725,59.31,50,96,9.8,overcast clouds
618,Guayabal,CO,5.031,-74.8868,93.58,44,94,6.44,overcast clouds
619,Islamkot,PK,24.6997,70.177,82.17,52,84,7.27,broken clouds
620,Gizo,SB,-8.103,156.8419,82.69,79,100,5.59,light rain
621,Jasper,US,37.2001,-94.3502,73.99,21,20,4.61,few clouds
622,Araouane,ML,18.9048,-3.5265,94.17,6,2,7.27,clear sky
623,Mathbaria,BD,22.2876,89.9593,79.29,78,100,4.29,overcast clouds
624,Ilhabela,BR,-23.7781,-45.3581,74.77,84,22,2.93,few clouds
625,Betsiamites,CA,48.9413,-68.646,42.89,78,100,16.08,overcast clouds
626,Daru,PG,-9.0763,143.2092,79.14,90,46,9.44,scattered clouds
627,Nouadhibou,MR,20.931,-17.0347,73.38,60,100,14.97,overcast clouds
628,Agadir,MA,30.4202,-9.5982,68.45,59,54,2.06,broken clouds
629,Najran,SA,17.4924,44.1277,79.45,29,100,1.79,light rain
630,La Rioja,ES,42.25,-2.5,67.78,41,98,9.08,overcast clouds
631,Mount Gambier,AU,-37.8333,140.7667,52.88,69,100,2.93,overcast clouds
632,Mount Darwin,ZW,-16.7725,31.5838,61.05,64,0,4.16,clear sky
633,Hvolsvollur,IS,63.7533,-20.2243,43.2,55,100,8.01,overcast clouds
634,Teya,RU,60.3778,92.6267,30.34,96,100,3.42,overcast clouds
635,Hofn,IS,64.2539,-15.2082,39.42,63,100,10.25,overcast clouds
636,Nemuro,JP,43.3236,145.575,44.4,80,94,7.16,overcast clouds
637,Sungurlu,TR,40.1675,34.3739,52.79,52,32,4.79,scattered clouds
638,Leua,SK,48.2156,18.6071,48.67,91,87,6.13,overcast clouds
639,Tshikapa,CD,-6.4167,20.8,71.35,95,100,2.98,moderate rain
640,Samfya,ZM,-11.3649,29.5565,61.39,72,1,7.94,clear sky
641,Kotaparh,IN,19.15,82.35,73.11,80,100,10.78,overcast clouds
642,Miri,MY,4.4148,114.0089,78.94,94,40,2.3,scattered clouds
643,Florianopolis,BR,-27.6146,-48.5012,75.56,82,75,10.36,broken clouds
644,Alghero,IT,40.5589,8.3181,60.89,88,0,5.75,clear sky
645,Buchanan,LR,5.8808,-10.0467,81.39,82,100,9.13,overcast clouds
646,Shushtar,IR,32.0455,48.8567,79.56,21,0,10.98,clear sky
647,Podgornoye,RU,51.735,39.1496,55.62,54,0,6.71,clear sky
648,Novobirilyussy,RU,56.9514,90.6661,32.16,86,59,2.68,broken clouds
649,Urubicha,BO,-15.3833,-62.95,79.36,88,15,0.81,few clouds
650,Miramar,US,25.9873,-80.2323,92.01,48,0,13.8,clear sky
651,Kidal,ML,18.4411,1.4078,96.24,9,59,4.36,broken clouds
652,Matara,LK,5.9485,80.5353,79.52,83,100,4.83,overcast clouds
653,Jingdezhen,CN,29.2947,117.2079,70.7,91,93,4.0,overcast clouds
654,Ukiah,US,39.1502,-123.2078,62.49,52,100,9.22,overcast clouds
655,Roma,US,43.2128,-75.4557,46.58,87,100,10.36,light rain
656,Anlu,CN,31.1661,112.5831,68.41,95,100,8.97,overcast clouds
657,Shingu,JP,33.7333,135.9833,58.33,83,100,4.9,overcast clouds
658,Adre,TD,13.4667,22.2,81.52,19,38,2.19,scattered clouds
659,Minot,US,48.2325,-101.2963,77.02,14,0,0.0,clear sky
660,Henties Bay,NA,-22.116,14.2845,60.57,80,2,5.91,clear sky
661,Paamiut,GL,61.994,-49.6678,34.88,67,100,6.26,overcast clouds
662,Basco,PH,20.4487,121.9702,79.63,88,3,17.16,clear sky
663,Zatoka,UA,46.0725,30.4654,52.77,72,19,8.23,few clouds
664,Murray Bridge,AU,-35.1167,139.2667,52.34,75,22,3.18,few clouds
665,Kudahuvadhoo,MV,2.6708,72.8944,82.2,78,100,20.92,overcast clouds
666,Healdsburg,US,38.6105,-122.8692,64.02,61,100,6.91,overcast clouds
667,Yokadouma,CM,3.5167,15.05,69.62,99,100,2.53,overcast clouds
668,Muscat,OM,23.6139,58.5922,78.82,48,0,3.69,clear sky
669,Kanepi,EE,57.982,26.7627,39.04,82,7,6.26,clear sky
